Bat_specie,Plan_genus,Latitude,Longitude,Reference
Artibeus_jamaicensis,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_bogotensis,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_lituratus,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_ludovici,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Carollia_brevicauda,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Enchisthenes_hartii,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Platyrrhinus_dorsalis,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_lilium,Cecropia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_lituratus,Ficus,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Enchisthenes_hartii,Ficus,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Platyrrhinus_dorsalis,Ficus,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_lilium,Ficus,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_bidens,Ficus,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_lituratus,Piper,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_lilium,Piper,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Carollia_brevicauda,Piper,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_ludovici,Piper,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_bidens,Piper,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_lituratus,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_jamaicensis,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_bogotensis,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_bidens,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Carollia_brevicauda,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_lilium,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Enchisthenes_hartii,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_ludovici,Solanum,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Platyrrhinus_dorsalis,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_jamaicensis,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Carollia_brevicauda,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_lilium,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Enchisthenes_hartii,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Sturnira_ludovici,Vismia,4.673612,-75.615,"1. Aguilar-Garavito, M. et al. (2014). Seed dispersal by bats across four successional stages of a subandean landscape. Biota Colombiana, 15:87-101"
Artibeus_lituratus,Cecropia,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_obscurus,Cecropia,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Sturnira_lilium,Cecropia,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,Ficus,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,Guttifferae,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_fimbriatus,Piper,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_obscurus,Piper,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Sturnira_lilium,Piper,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,Piper,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Sturnira_lilium,Solanaceae,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,Solanaceae,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Sturnira_lilium,Vismia,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,Vismia,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_lituratus,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_fimbriatus,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Vampyressa_pusilla,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Carollia_perspicillata,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Platyrrhinus_lineatus,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Sturnira_lilium,X,-19.833333,-41.833333,"2. Aguiar L., Marinho-Filho J. 2007. Bat frugivory in a remnant of Southeastern Brazilian Atlantic forest. Acta Chiropterologica, 9:251-260"
Artibeus_sp,Andira,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Aureliana,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Lonchorhina_aurita,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_jamaicensis,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_sp,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Platyrrhinus_lineatus,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_lituratus,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Vampyressa_pusilla,Cecropia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Cucurbitaceae,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Cucurbitaceae,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_obscurus,Ficus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Ficus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Ficus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_sp,Ficus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Vampyressa_pusilla,Ficus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Otonia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Passiflora,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Passiflora,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_tildae,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_sp,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_lituratus,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Piper,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Rubus,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_lituratus,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Platyrrhinus_sp,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_perspicillata,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_tildae,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_sp,Solanum,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Artibeus_fimbriatus,Vassobia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Vassobia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Sturnira_lilium,Vismia,-24.2,-48.05,"3. Amatuzzi, M. (2009). Redes de interações entre plantas e frugívoros na mata atlântica: estrutura e fragilidade a extinções. Universidade Estadual de Campinas (Master dissertation)"
Carollia_brevicauda,Cecropia,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Uroderma_magnirostrum,Cecropia,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Sturnira_lilium,Cecropia,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Artibeus_lituratus,Ficus,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Platyrrhinus_helleri,Ficus,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Noctilio_albiventris,Ficus,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Uroderma_magnirostrum,Ficus,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Noctilio_albiventris,Maclura,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Uroderma_magnirostrum,Maclura,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Glossophaga_longirostris,Maclura,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Noctilio_albiventris,Piper,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Uroderma_bilobatum,Piper,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Sturnira_lilium,Solanum,8.93,-68.0496,"4. Aranguren, C. et al. (2011). Noctilio albiventris (Noctilionidae), a potential seed disperser in disturbed tropical dry forest habitats. Acta Chiropterologica, 13:189-194 "
Carollia_brevicauda,Anthurium,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_perspicillata,Anthurium,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_magna,Anthurium,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_magna,Asplundia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_dorsalis,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_helleri,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Vampyressa_melissa,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_magna,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Phyllostomus_hastatus,Cecropia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Cyclanthus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Vampyressa_melissa,Ficus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Uroderma_bilobatum,Ficus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Artibeus_jamaicensis,Ficus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_dorsalis,Ficus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_infuscus,Ficus,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Lycianthes,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Marcgravia,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_dorsalis,Melastomataceae,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Melastomataceae,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Artibeus_glaucus,Nicandra,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Uroderma_bilobatum,Nicandra,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Nicandra,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Nicandra,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Sturnira_lilium,Nicotiana,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_infuscus,Nicotiana,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Nicotiana,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Carollia_brevicauda,Philodendron,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
Platyrrhinus_dorsalis,Philodendron,-10.997,-75.4325,"5. Arias-Arone, E. (2016). Dieta y estructura trófica de un ensamblaje de murciélagos en un bosque montano de los Andes Orientales del centro de Perú. Universidad Nacional Mayor de San Marcos (Master dissertation)."
