Bat_specie,Plan_genus,Latitude,Longitude,Reference
Artibeus_jamaicensis,Piper,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Glossophaga_soricina,Piper,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,Piper,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_brevicauda,Piper,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,Solanaceae,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_lilium,Solanaceae,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_brevicauda,Solanaceae,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_jamaicensis,Solanum,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_brevicauda,Solanum,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_toltecus,Solanum,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_lilium,Solanum,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,Solanum,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Glossophaga_commissarisi,Trema,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_toltecus,Trema,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_jamaicensis,Trema,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,Trema,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,Vismia,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_toltecus,Vismia,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_lilium,Vismia,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_brevicauda,Vismia,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_ludovici,X,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Sturnira_lilium,X,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_lituratus,X,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Artibeus_jamaicensis,X,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_brevicauda,X,19.521,-96.991,"22. ""Hernandez-Montero J. et al. (2015). Bat-fruit interactions are more specialized in shades-coffee plantations than in tropical mountain cloud forest fragments. PLOSone, 10:e0126084. doi:10.1371/journal.pone.0126084"""
Carollia_perspicillata,Anthurium,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_jamaicensis,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_lituratus,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Phyllostomus_hastatus,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Platyrrhinus_helleri,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_obscurus,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Sturnira_lilium,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Vampyriscus_bidens,Cecropia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_gnomus,Ficus,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_jamaicensis,Ficus,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_obscurus,Ficus,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_lituratus,Ficus,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Vampyriscus_bidens,Ficus,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Paullinia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Philodendron,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_lituratus,Philodendron,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Piper,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Rhinophylla_pumilio,Piper,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Sturnira_tildae,Piper,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Rollinia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Solanum,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Carollia_perspicillata,Vismia,4.383,-58.921,"23. Horsley , W. et al. (2015). Seed dispersal by frugivorous bats in Central Guyana and description of previously unknown plant-animal interactions. Acta Chiropterologica, 17:331-336"
Artibeus_jamaicensis,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Glossophaga_soricina,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Platyrrhinus_lineatus,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_lituratus,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Sturnira_lilium,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Phyllostomus_hastatus,Cecropia,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Carollia_perspicillata,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_jamaicensis,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Phyllostomus_discolor,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_lituratus,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Glossophaga_soricina,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Platyrrhinus_lineatus,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Lophostoma_silvicolum_laephotis,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Sturnira_lilium,Ficus,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Sturnira_lilium,Maclura,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_jamaicensis,Maclura,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Carollia_perspicillata,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Phyllostomus_hastatus,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Lophostoma_silvicolum_laephotis,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_jamaicensis,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Platyrrhinus_lineatus,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Sturnira_lilium,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Glossophaga_soricina,Piper,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Artibeus_lituratus,X,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Glossophaga_soricina,X,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Platyrrhinus_lineatus,X,-19.56,-56.233,"24. Lobo, R., Fischer, E., Goncalves, F. (2012). Food habits and dietary overlap in a phyllostomid bat assenblage in the Pantanal of brazil. Acta Chiropterologica, 14:195-204"
Phylloderma_stenops,Annona,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Anthurium,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Uroderma_bilobatum,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Glossophaga_commissarisi,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Vampyriscus_brocki,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Platyrrhinus_helleri,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Chiroderma_villosum,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_lituratus,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Vampyressa_pusilla,Cecropia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Clarisia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_lituratus,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Uroderma_bilobatum,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Vampyriscus_brocki,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Platyrrhinus_helleri,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Chiroderma_villosum,Ficus,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Chiroderma_villosum,Hernandia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Hernandia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Markea,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Markea,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Hylonycteris_underwoodi,Markea,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Markea,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Glossophaga_commissarisi,Markea,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Phylloderma_stenops,Passiflora,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Passiflora,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Philodendron,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Philodendron,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Philodendron,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Philodendron,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Glossophaga_commissarisi,Philodendron,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_lituratus,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Vampyriscus_brocki,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Glossophaga_commissarisi,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Uroderma_bilobatum,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Piper,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Pothomorphe,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Pothomorphe,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Senna,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Senna,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Senna,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Vampyriscus_brocki,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Uroderma_bilobatum,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Glossophaga_commissarisi,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_brevicauda,Solanum,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Dermanura_sp1,Vismia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_perspicillata,Vismia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Artibeus_jamaicensis,Vismia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
Carollia_castanea,Vismia,10.433,-83.983,"25. Lopez, J., Vaughan, C. (2006). Food niche overlap among neotropical frugivorous bats in Costa Rica. Revista de Biología Tropical, 55:301.313"
